line,station,property_name,bedrooms,livingrooms,building_area,directions1,directions2,decoration,has_elevator,hml,building_height,building_year,building_style,building_location,price_sqm,price_ttl,house,house2
6号线,浦电路,潍坊四村,1,1,33.48,南,,简装,0,高,6,1982,板楼,潍坊,72282,242,0,0
13号线,汉中路,泰兴路362弄,1,0,31.43,南,,精装,0,高,4,1928,板楼,南京西路,111359,350,0,0
10号线(新江湾城-虹桥火车站),邮电新村,吉祥苑,2,1,100.99,南,,精装,1,低,14,2001,板楼,鲁迅公园,66839,675,0,0
13号线,金运路,万达广场(嘉定),1,1,96.05,东,,其他,1,高,12,2011,塔楼,江桥,20823,200,0,0
9号线,肇嘉浜路,轻工大楼,2,1,90.17,北,,精装,1,低,15,1988,塔楼,斜土路,57669,520,0,0
6号线,蓝村路,浦建小区,2,1,51.01,南,,简装,0,中,5,1979,板楼,塘桥,58616,299,0,0
7号线,行知路,阳城贵都,2,2,99.43,南,,精装,1,低,11,2008,板楼,阳城,67887,675,0,0
2号线,北新泾,新泾七村,1,0,32.94,南,,其他,0,中,6,1990,板楼,北新泾,59199,195,0,0
11号线(花桥-三林),兆丰路,绿地启航城,2,2,86.11,南,,其他,1,低,18,2010,板楼,白鹤,21833,188,0,0
3号线,水产路,海滨新村,1,0,45.94,南,,简装,0,中,5,1960,板楼,淞宝,30910,142,0,0
6号线,上南路,金光小区,2,1,61.93,南,北,简装,0,低,6,1997,板楼,三林,65397,405,0,0
9号线,小南门,明日星城,3,2,123.15,南,,精装,1,低,18,2002,板楼,董家渡,87698,1080,0,0
12号线,杨高北路,东陆新村六街坊,2,2,76.79,南,,精装,0,低,6,1995,板楼,金桥,49486,380,0,0
9号线,台儿庄路,爱法新都,3,2,112.96,南,,精装,0,高,6,2003,板楼,金桥,60199,680,0,0
2号线,上海科技馆,花木苑,3,2,147,南,北,精装,1,中,12,2001,板楼,花木,63946,940,0,0
6号线,金桥路,金新花苑,3,2,84.92,南,,精装,0,低,6,1995,板楼,金桥,48870,415,0,0
8号线,鞍山新村,宝钢又一村,2,1,97.66,南,,精装,0,中,6,1997,板楼,周家嘴路,74545,728,0,0
11号线(花桥-三林),徐家汇,漕溪大楼,2,1,85.04,南,,简装,1,中,17,1994,板塔结合,徐家汇,78199,665,0,0
13号线,陈春路,鹏海小区,1,1,47.05,南,,简装,0,高,6,1997,板楼,北蔡,51648,243,0,0
10号线(新江湾城-虹桥火车站),老西门,建德坊,3,2,128.95,南,北,精装,1,高,6,2002,板楼,新天地,100039,1290,0,0
12号线,陕西南路,明园世纪城,5,3,263.16,东,北,精装,1,高,20,2003,板楼,建国西路,101840,2680,0,0
11号线(花桥-三林),交通大学,高安路18弄,2,1,102,南,,简装,0,低,3,1936,板楼,衡山路,156863,1600,0,0
13号线,隆德路,长宁路225弄,2,1,84.2,西,北,毛坯,0,低,7,1996,板楼,曹家渡,68884,580,0,0
12号线,提篮桥,云舫小区,1,1,47.99,西南,,简装,1,低,18,1989,塔楼,北外滩,61055,293,0,0
13号线,隆德路,白玉新村,1,1,35.07,南,,简装,0,高,6,1984,板楼,武宁,62732,220,0,0
9号线,九亭,丽景苑,3,2,129,南,北,其他,1,低,14,2007,板楼,九亭,44962,580,0,0
10号线(新江湾城-虹桥火车站),宋园路,虹南小区,1,1,46.87,暂无数据,,精装,0,高,6,1991,板楼,古北,65074,305,0,0
12号线,曲阜路,汉中小区,2,0,45.99,南,,精装,0,高,7,1994,板楼,不夜城,78278,360,0,0
13号线,南京西路,高尚领域,3,2,122.65,南,,精装,1,中,38,2011,塔楼,真如,45251,555,0,0
13号线,汉中路,天晋小区,2,1,95.45,南,,精装,1,高,24,1997,塔楼,西藏北路,67575,645,0,0
6号线,博兴路,锦河苑,3,2,126.72,南,北,简装,0,中,6,2000,板楼,金桥,56030,710,0,0
8号线,耀华路,上钢五村,2,0,48.04,南,,简装,0,高,6,1982,板楼,世博,57869,278,0,0
13号线,东明路,齐八小区,2,1,66.25,南,,精装,0,高,6,1995,板楼,世博,52831,350,0,0
1号线,延长路,嘉利明珠城,3,2,126.25,南,,简装,1,中,38,2005,板楼,闸北公园,72080,910,0,0
8号线,西藏北路,通阁小区,1,0,35.63,南,,精装,0,中,7,1990,板楼,西藏北路,60343,215,0,0
9号线,打浦桥,复兴南苑,2,2,103.52,南,,精装,1,低,20,2002,板楼,打浦桥,101430,1050,0,0
1号线,莲花路,梅陇二村,2,1,53.31,南,北,简装,0,低,6,1988,板楼,梅陇,49897,266,0,0
13号线,成山路,上南十村,2,1,54.43,南,,简装,0,高,6,1989,板楼,世博,52912,288,0,0
8号线,黄兴路,控江路1200弄,3,2,123.74,南,北,其他,0,高,5,2001,板楼,控江路,57379,710,0,0
6号线,五莲路,中大丽都,3,2,133.01,南,,精装,0,高,6,2003,板楼,金桥,64657,860,0,0
3号线,漕溪路,裕德路66弄,1,1,40.47,南,,简装,0,低,7,1994,板楼,徐家汇,128491,520,0,0
13号线,武宁路,晋元里,2,0,53.83,南,,精装,0,中,6,1984,板楼,曹家渡,79882,430,0,0
7号线,东安路,斜土路2200弄,3,1,68.99,南,,精装,0,高,6,1984,板楼,徐家汇,77548,535,0,0
9号线,小南门,明日星城,2,2,96,南,,精装,1,低,34,2002,板楼,董家渡,91667,880,0,0
10号线(新江湾城-虹桥火车站),海伦路,爱家豪庭,3,2,131.16,南,,简装,1,高,31,2007,板楼,临平路,91492,1200,0,0
7号线,新村路,灵石小区,3,1,89.18,南,北,精装,0,中,6,1998,板楼,甘泉宜川,63916,570,0,0
13号线,北蔡,北中路278弄,3,1,83.96,南,,简装,0,高,6,1994,板楼,北蔡,47642,400,0,0
4号线,上海体育馆,强生花苑,3,2,119.16,南,,精装,1,高,24,2001,塔楼,龙华,79725,950,0,0
11号线(花桥-三林),三林,三林苑,2,1,65.1,南,,精装,0,低,6,1995,板楼,三林,51460,335,0,0
8号线,中兴路,永兴小马路80号,2,1,55.59,南,西,简装,1,中,20,1985,塔楼,西藏北路,65660,365,0,0
13号线,陈春路,鹏宏苑,2,2,86.58,南,北,精装,0,高,6,2009,板楼,北蔡,57173,495,0,0
5号线南延伸段,西渡,澳洲国际花园(公寓),3,2,108.46,南,,简装,0,低,6,2005,板楼,西渡,25355,275,0,0
10号线(新江湾城-虹桥火车站),邮电新村,四达路220弄,1,0,34.5,南,,简装,0,中,5,1958,板楼,鲁迅公园,47827,165,0,0
9号线,七宝,水清年华花园,1,1,57.48,南,,精装,1,低,11,2007,板楼,七宝,54976,316,0,0
7号线,杨高南路,由由四村,2,1,51.8,南,,简装,0,高,6,1997,板楼,北蔡,55985,290,0,0
1号线,上海马戏城,慧芝湖花园,1,2,72.14,南,,精装,1,低,31,2011,板楼,大宁,92598,668,0,0
5号线,银都路,锦绣人家,2,1,67.83,南,,简装,0,低,6,2000,板楼,颛桥,47177,320,0,0
3号线,江湾镇,文化名园,2,1,61.3,南,北,简装,0,低,6,2003,板楼,五角场,66069,405,0,0
8号线,黄兴路,凤城路91弄,2,1,55.02,南,北,简装,0,中,5,1976,板楼,控江路,51800,285,0,0
2号线,东昌路,朱家滩小区,1,1,36.57,南,,精装,0,高,6,1985,板楼,潍坊,125787,460,0,0
13号线,马当路,西凌新邨,3,2,92.94,南,,简装,1,中,32,1995,塔楼,蓬莱公园,78546,730,0,0
2号线,威宁路,威宁大楼,2,1,74.96,东南,,精装,1,高,24,1992,塔楼,仙霞,58698,440,0,0
4号线,上海火车站,中海万锦城(四期),2,2,57.41,西,,精装,1,高,19,2011,板楼,不夜城,66191,380,0,0
13号线,长寿路,胶州教师公寓,3,2,108.74,南,,简装,1,中,28,1997,塔楼,江宁路,75226,818,0,0
13号线,长寿路,光明城市,2,2,116.56,南,,精装,1,高,29,2003,板楼,长寿路,90083,1050,0,0
9号线,世纪大道,竹园高层,2,1,66,南,,精装,1,中,26,1989,塔楼,源深,71213,470,0,0
9号线,商城路,东园二村,2,0,47.95,南,,精装,0,低,6,1987,板楼,陆家嘴,86549,415,0,0
1号线,莲花路,古美八村,2,1,57.41,南,,简装,0,高,6,1994,板楼,古美,57482,330,0,0
6号线,浦电路,竹园高层,2,1,65.72,东南,南,其他,1,高,26,1992,塔楼,源深,69994,460,0,0
2号线,淞虹路,新泾七村,2,1,44.15,南,,简装,0,高,6,1992,板楼,北新泾,55493,245,0,0
1号线,呼兰路,呼玛四村,1,1,39.12,南,,简装,0,低,6,1993,板楼,张庙,48569,190,0,0
12号线,陕西南路,襄阳南路388弄,2,1,45.39,南,,简装,0,高,5,1978,板楼,建国西路,136594,620,0,0
12号线,东兰路,平南一二村,2,1,61.72,南,,精装,0,中,6,1994,板楼,古美,59625,368,0,0
3号线,江杨北路,新月福邸,2,2,97.76,暂无数据,,简装,0,中,6,2003,板楼,月浦,35291,345,0,0
10号线(新江湾城-虹桥火车站),四平路,祥东小区(虹口),2,0,48.27,南,,其他,0,高,6,1982,板楼,曲阳,59043,285,0,0
13号线,长清路,联城花苑,3,1,108.54,南,,简装,0,中,6,1996,板楼,世博,67257,730,0,0
8号线,鞍山新村,辽源四村,1,1,33.16,南,,其他,1,高,7,1987,板楼,鞍山,67853,225,0,0
8号线,曲阳路,赤峰小区,2,1,69.2,南,,精装,1,中,19,1990,塔楼,曲阳,63584,440,0,0
4号线,临平路,瑞虹新城二期(优贤生活),3,2,131.03,南,,精装,1,高,39,2005,板楼,临平路,86240,1130,0,0
4号线,延安西路,遵义路390弄,2,1,62.51,南,,简装,0,中,6,1981,板楼,中山公园,63190,395,0,0
6号线,上海儿童医学中心,中远行家,1,1,65.01,西南,,精装,1,低,28,2004,板楼,塘桥,63837,415,0,0
6号线,浦电路,潍坊九村,1,1,32.2,南,,简装,0,低,6,1986,板楼,潍坊,119566,385,0,0
4号线,鲁班路,茶陵路400弄,2,0,46.63,南,北,精装,0,高,6,1986,板楼,斜土路,72700,339,0,0
4号线,上海火车站,精文城上城,2,2,107.7,南,,精装,1,高,30,2004,板楼,西藏北路,79852,860,0,0
2号线,东昌路,东园四村,1,1,33.99,南,,简装,0,中,6,1989,板楼,陆家嘴,92675,315,0,0
9号线,小南门,阳光公寓(黄浦),3,2,117.54,南,,简装,1,中,30,2001,塔楼,董家渡,79123,930,0,0
9号线,陆家浜路,新中苑,2,2,116.01,南,,精装,1,低,26,1999,板楼,蓬莱公园,75856,880,0,0
2号线,川沙,曙航苑,2,1,72.16,南,,简装,0,中,6,1993,板楼,川沙,34646,250,0,0
9号线,陆家浜路,新家坡园景苑,3,2,109.65,西南,,精装,1,中,8,1999,板楼,五里桥,80985,888,0,0
9号线,商城路,菊园,3,2,120.08,南,北,精装,1,高,32,2001,塔楼,陆家嘴,89941,1080,0,0
8号线,市光路,殷行路590弄,2,1,61.14,南,,其他,0,高,6,1990,板楼,中原,45797,280,0,0
9号线,台儿庄路,金桥湾清水苑,2,1,69.61,南,,简装,0,中,6,1998,板楼,金桥,61773,430,0,0
12号线,陕西南路,延安中路527号,1,1,37.17,南,,简装,0,高,6,1977,板楼,淮海中路,75330,280,0,0
7号线,潘广路,馨佳园(潘广路1765弄),1,1,71.2,南,北,毛坯,1,高,13,2014,板楼,顾村,35815,255,0,0
7号线,静安寺,高尚领域,3,2,122,东南,,其他,1,高,38,2011,塔楼,真如,54099,660,0,0
12号线,宁国路,长阳新苑,3,2,104.3,南,,简装,0,低,6,1998,板楼,东外滩,71908,750,0,0
11号线(花桥-三林),徐家汇,兆丰帝景苑,2,1,100,南,,精装,1,中,28,2004,板楼,徐家汇,112000,1120,0,0
10号线(新江湾城-虹桥火车站),同济大学,鞍山三村,1,1,48.94,南,,简装,0,中,6,2002,板楼,鞍山,62322,305,0,0
12号线,江浦公园,现代星洲城,2,2,106.57,南,北,精装,1,低,17,2003,板楼,周家嘴路,71315,760,0,0
13号线,下南路,海上国际花园(一期),3,2,144.97,南,,简装,1,低,11,2005,板楼,北蔡,75878,1100,0,0
3号线,淞滨路,泰和路678弄,2,0,46,南,北,精装,0,中,5,1985,板楼,淞宝,38044,175,0,0
12号线,巨峰路,东陆新村六街坊,2,1,64.52,南,,简装,0,高,6,1995,板楼,金桥,48048,310,0,0
10号线(新江湾城-虹桥火车站),老西门,佳日公寓,3,2,133.25,南,,精装,1,低,23,2002,塔楼,豫园,69794,930,0,0
5号线,华宁路,景谷苑,3,1,83.33,南,,其他,0,高,6,1998,板楼,老闵行,30602,255,0,0
11号线(花桥-三林),三林,金谊河畔,2,1,106.35,南,北,精装,1,低,13,2008,板楼,三林,66479,707,0,0
9号线,民雷路,盛世春晓苑,1,1,64.26,南,,简装,1,低,11,2009,板楼,曹路,34236,220,0,0
8号线,延吉中路,怡佳苑,1,1,53.03,南,,精装,0,高,7,1995,板楼,黄兴公园,47144,250,0,0
9号线,陆家浜路,西凌新邨,2,1,62.19,南,北,精装,1,低,26,1993,塔楼,蓬莱公园,78470,488,0,0
7号线,昌平路,金家巷西弄,1,1,33.9,南,,精装,0,高,6,1977,板楼,曹家渡,137169,465,0,0
13号线,南京西路,申银发展大厦(公寓),3,2,140.73,南,,精装,1,低,21,1999,板楼,南京西路,62532,880,0,0
2号线,金科路,汇智湖畔家园,3,2,132.03,南,北,精装,1,低,18,2013,板楼,张江,84830,1120,0,0
9号线,星中路,秀枫翠谷,2,2,77.32,南,,简装,0,高,6,1994,板楼,七宝,59494,460,0,0
7号线,岚皋路,管弄四街坊,2,1,59.95,南,,简装,0,高,6,1987,板楼,光新,50042,300,0,0
4号线,宝山路,复元坊,1,1,34.28,南,西,精装,0,中,6,1993,板楼,西藏北路,78764,270,0,0
10号线(新江湾城-虹桥火车站),水城路,虹旭二小区,1,1,33.98,南,,简装,0,中,5,1994,板楼,虹桥,55916,190,0,0
11号线(嘉定北-迪士尼),三林东,衡辰三林苑,3,2,115,南,,精装,1,中,11,2007,板楼,三林,62609,720,0,0
7号线,静安寺,沧州大楼,4,2,153,南,,精装,0,低,7,1993,板楼,南京西路,91504,1400,0,0
13号线,成山路,展峰大楼,2,1,67.86,南,,简装,1,高,24,1996,塔楼,世博,55998,380,0,0
2号线,娄山关路,武夷路772号,2,2,53.21,南,北,简装,0,低,3,1990,板楼,中山公园,63898,340,0,0
6号线,源深体育中心,梅园五街坊,1,1,42.84,南,,精装,0,高,6,1993,板楼,源深,126051,540,0,0
9号线,陆家浜路,西凌新邨,1,1,25.89,北,,精装,0,高,6,1987,板楼,蓬莱公园,78023,202,0,0
9号线,松江新城,明丰公寓,3,2,89.16,南,,简装,0,高,7,2000,板楼,松江新城,33536,299,0,0
13号线,长清路,德州一村,2,1,52.4,南,,简装,0,低,6,1985,板楼,世博,56871,298,0,0
6号线,蓝村路,中远行家,1,1,65.01,西南,,精装,1,低,28,2004,板楼,塘桥,63837,415,0,0
12号线,龙华中路,东安一村,2,0,48.13,南,,精装,0,高,6,1985,板楼,徐家汇,64409,310,0,0
10号线(新江湾城-虹桥火车站),同济大学,鞍山三村,1,0,23.94,北,,简装,0,中,5,2002,板楼,鞍山,89808,215,0,0
9号线,陆家浜路,兴林公寓,2,2,107.45,南,,简装,1,低,26,2005,板楼,老西门,74454,800,0,0
9号线,金桥,永业小区,2,1,50.93,南,,精装,0,低,6,1993,板楼,金桥,52033,265,0,0
12号线,隆昌路,双阳公寓,3,2,134.5,南,,其他,1,高,14,2001,板楼,周家嘴路,55763,750,0,0
7号线,场中路,乾溪新村,2,1,64.17,南,,精装,0,中,6,1994,板楼,大场镇,43635,280,0,0
2号线,娄山关路,新天地河滨花园,2,2,88.7,南,北,精装,1,低,32,2011,板楼,天山,96957,860,0,0
8号线,虹口足球场,金宝大厦,2,2,105.97,西南,,简装,1,中,26,1997,塔楼,四川北路,62282,660,0,0
9号线,打浦桥,打浦路339弄,1,1,39.82,南,,精装,0,高,6,1953,板楼,打浦桥,62783,250,0,0
6号线,金桥路,金桥花苑,2,1,64.25,南,,精装,0,中,6,1998,板楼,金桥,65370,420,0,0
10号线(新江湾城-虹桥火车站),上海动物园,虹井小区,1,1,45.89,南,,简装,0,高,6,1995,板楼,金汇,47941,220,0,0
13号线,长清路,德州二村,1,1,38.12,南,,简装,0,中,5,1986,板楼,世博,57713,220,0,0
7号线,锦绣路,浦东星河湾,4,2,244.95,南,北,简装,1,中,15,2010,板楼,北蔡,102062,2500,0,0
3号线,水产路,海滨新村,1,1,42.04,南,,简装,1,中,7,1994,板楼,淞宝,35205,148,0,0
13号线,世博会博物馆,南园新村,2,0,44.39,南,,精装,0,低,6,1988,板楼,打浦桥,74342,330,0,0
7号线,东安路,东安花苑,2,2,90.71,南,,精装,0,高,7,1996,板楼,龙华,79926,725,0,0
9号线,陆家浜路,百花公寓,2,2,109.89,南,,精装,1,高,32,2001,板楼,蓬莱公园,77988,857,0,0
4号线,鲁班路,海悦花园,2,2,105.78,南,,简装,1,高,37,2004,板楼,打浦桥,111553,1180,0,0
3号线,上海南站,金牛苑,2,2,82.96,南,,精装,0,中,6,1999,板楼,上海南站,60873,505,0,0
13号线,成山路,世华锦城,2,1,88.18,南,,简装,1,低,11,2007,板楼,三林,61239,540,0,0
12号线,龙华,俞一小区,1,1,39,南,,其他,0,高,6,1984,板楼,龙华,63590,248,0,0
10号线(新江湾城-虹桥火车站),水城路,里昂花园,2,2,101.18,南,,精装,1,低,14,1996,板楼,古北,69184,700,0,0
13号线,下南路,金恒小区,1,1,32.08,南,,简装,0,低,6,1995,板楼,北蔡,82606,265,0,0
12号线,曲阜路,中心铂庭,2,1,97,南,,精装,1,中,27,2010,板楼,西藏北路,50000,485,0,0
1号线,延长路,嘉利明珠城,2,2,96.88,南,北,简装,1,中,32,2005,板楼,闸北公园,79480,770,0,0
13号线,东明路,上南十村,1,1,37,南,北,简装,0,低,6,1992,板楼,世博,51892,192,0,0
12号线,龙华,上缝小区,1,1,34.4,南,,简装,0,低,6,1990,板楼,龙华,69187,238,0,0
9号线,商城路,市政大楼,2,1,60,南,,简装,1,低,18,1992,塔楼,源深,89834,539,0,0
4号线,中山公园,华府樟园,3,2,240.72,南,,精装,1,中,20,2012,板楼,武宁,99701,2400,0,0
10号线(新江湾城-虹桥火车站),四平路,祥东小区(虹口),1,0,30.11,南,,其他,0,低,6,1984,板楼,曲阳,71405,215,0,0
13号线,汉中路,中心铂庭,1,1,42.19,南,,精装,1,高,27,2010,板楼,西藏北路,45035,190,0,0
11号线(花桥-三林),桃浦新村,桃浦七村雪松苑,1,1,43.12,南,,精装,0,中,6,1995,板楼,桃浦,39889,172,0,0
13号线,成山路,上南六村,2,1,57.9,南,,简装,0,高,6,1986,板楼,世博,53541,310,0,0
9号线,打浦桥,打浦路339弄,2,1,51.78,南,北,简装,0,中,6,1982,板楼,打浦桥,74354,385,0,0
12号线,大木桥路,日晖二村,2,1,43.05,南,,简装,0,中,6,1980,板楼,斜土路,61557,265,0,0
4号线,中山公园,三泾北宅小区,2,1,46.65,南,,简装,0,高,6,1989,板楼,中山公园,74170,346,0,0
10号线(新江湾城-虹桥火车站),水城路,巴黎花园,3,2,141.45,南,,精装,1,中,11,1997,板楼,古北,65607,928,0,0
1号线,衡山路,青松小区,2,1,42.25,北,,简装,1,低,30,1995,塔楼,徐家汇,85208,360,0,0
13号线,南京西路,重庆大楼,2,2,91.6,东,南,精装,1,高,7,1987,板楼,人民广场,68778,630,0,0
6号线,德平路,香山新村西北街坊,3,2,129.53,南,,简装,0,高,6,2002,板楼,金杨,57902,750,0,0
1号线,宝安公路,天馨花园(公寓),4,2,154.07,南,北,简装,1,中,7,2001,板楼,杨行,33751,520,0,0
3号线,江湾镇,丰二小区,2,1,67.28,南,,简装,1,低,18,1990,塔楼,江湾镇,56778,382,0,0
8号线,翔殷路,宏翔公寓,2,1,65,南,,精装,0,高,6,1999,板楼,黄兴公园,55385,360,0,0
8号线,中华艺术宫,云台苑,2,1,69.41,东北,,精装,1,低,16,1993,塔楼,世博,54748,380,0,0
17号线,青浦新城,怡田小区,2,1,75.37,南,,简装,0,高,6,1997,板楼,夏阳,29190,220,0,0
8号线,延吉中路,长白三村,1,0,30.2,南,,其他,0,中,4,1990,板楼,黄兴公园,49007,148,0,0
11号线(花桥-三林),安亭,红梅小区(嘉定),2,1,71.27,南,,简装,0,高,5,1981,板楼,安亭,22450,160,0,0
9号线,陆家浜路,东物公寓,1,1,66.66,南,,精装,1,中,18,1996,塔楼,蓬莱公园,72008,480,0,0
11号线(花桥-三林),上海西站,杨家桥小区(普陀),2,1,62.71,南,北,精装,1,低,7,1996,板楼,万里,50710,318,0,0
13号线,北蔡,玉兰小区,2,1,76.88,南,,精装,0,高,6,1995,板楼,北蔡,50729,390,0,0
10号线(新江湾城-虹桥火车站),伊犁路,黄金豪园,5,2,230.17,东南,,其他,1,中,22,2004,板楼,古北,72121,1660,0,0
9号线,醉白池,荣景苑(A区),2,2,82,南,北,其他,0,中,6,2004,板楼,松江老城,32927,270,0,0
13号线,马当路,丽园新村,1,1,38.49,南,,精装,0,高,6,1980,板楼,五里桥,82619,318,0,0
11号线(花桥-三林),曹杨路,中山北路2165弄,2,1,48.04,南,北,简装,0,高,6,1987,板楼,光新,55163,265,0,0
13号线,淮海中路,锦麟天地雅苑,4,1,272.73,南,,精装,1,低,30,2005,板楼,新天地,157666,4300,0,0
8号线,江浦路,鞍山一村,2,1,49.08,南,,精装,0,中,5,1964,板楼,鞍山,63163,310,0,0
10号线(新江湾城-虹桥火车站),四川北路,公兴路5号,1,1,42.7,南,,简装,0,高,6,1990,板楼,西藏北路,67916,290,0,0
11号线(花桥-三林),安亭,西上海名邸,4,2,147.06,南,,其他,1,高,18,2011,板楼,安亭,30600,450,0,0
6号线,云山路,名典苑,3,2,134.02,南,,精装,1,中,11,2002,板楼,金杨,61932,830,0,0
8号线,鞍山新村,恒阳花苑,2,2,97.09,南,,精装,1,低,27,2005,板楼,鞍山,71584,695,0,0
8号线,中兴路,精文城上城,2,2,107.7,南,,精装,1,高,30,2004,板楼,西藏北路,79852,860,0,0
13号线,祁连山南路,丽景新苑,2,2,89.5,南,,精装,0,高,7,1998,板楼,丰庄,40224,360,0,0
12号线,嘉善路,永太小区,1,1,36.25,南,,精装,0,中,6,1986,板楼,建国西路,137932,500,0,0
2号线,东昌路,菊园,3,2,153.18,南,,简装,1,低,32,2001,塔楼,陆家嘴,81604,1250,0,0
11号线(嘉定北-迪士尼),浦三路,浦发绿城永泰路2080弄,3,2,112.55,西南,,精装,1,中,11,2004,板楼,三林,46024,518,0,0
4号线,上海火车站,和源馨苑,2,2,94.35,南,北,简装,1,低,31,2014,塔楼,西藏北路,72603,685,0,0
13号线,长清路,上南花城,3,2,134.86,南,北,简装,1,高,10,2002,板楼,世博,76376,1030,0,0
9号线,宜山路,徐虹北路28弄,2,0,53.54,南,北,精装,0,高,6,1985,板楼,徐家汇,92455,495,0,0
11号线(花桥-三林),云锦路,金龙花苑牡丹园,2,1,68.03,南,,简装,0,高,6,1994,板楼,龙华,62473,425,0,0
6号线,外高桥保税区北,东义路21弄,2,1,55.77,南,,简装,0,中,5,1985,板楼,外高桥,34966,195,0,0
7号线,昌平路,静安新格公寓,2,1,48.71,南,,精装,1,中,26,2004,板楼,江宁路,127284,620,0,0
